      S          PHI         IOTA        SHEAR        VP         WELL        ITOR       ITOR'       PRES       PRES'
  8.4000E-01  3.3111E-02  1.0848E+00  2.2074E-01  8.9418E+00  1.7825E-01  7.5105E-17  6.9192E-14  0.0000E+00  0.0000E+00
  8.4500E-01  3.3308E-02  1.0851E+00  2.2174E-01  8.9418E+00  1.6268E-01  8.4983E-17 -5.7982E-14  0.0000E+00  0.0000E+00
  8.5000E-01  3.3505E-02  1.0855E+00  2.2276E-01  8.9417E+00  1.4682E-01 -3.1677E-17 -7.4411E-14  0.0000E+00  0.0000E+00
  8.5500E-01  3.3702E-02  1.0859E+00  2.2367E-01  8.9417E+00  1.2959E-01 -2.2651E-17  8.4654E-14  0.0000E+00  0.0000E+00
  8.6000E-01  3.3899E-02  1.0863E+00  2.2461E-01  8.9417E+00  1.1211E-01 -5.3561E-17 -1.1973E-13  0.0000E+00  0.0000E+00
  8.6500E-01  3.4097E-02  1.0867E+00  2.2563E-01  8.9417E+00  9.5968E-02 -1.4238E-16  1.8941E-14  0.0000E+00  0.0000E+00
  8.7000E-01  3.4294E-02  1.0871E+00  2.2667E-01  8.9416E+00  7.9535E-02 -1.1581E-16  1.1210E-14  0.0000E+00  0.0000E+00
  8.7500E-01  3.4491E-02  1.0875E+00  2.2760E-01  8.9416E+00  6.1619E-02 -4.9559E-17  6.3974E-14  0.0000E+00  0.0000E+00
  8.8000E-01  3.4688E-02  1.0879E+00  2.2850E-01  8.9416E+00  4.3058E-02  2.0862E-17  1.5945E-14  0.0000E+00  0.0000E+00
  8.8500E-01  3.4885E-02  1.0883E+00  2.2949E-01  8.9416E+00  2.5876E-02 -1.6945E-17 -5.8853E-14  0.0000E+00  0.0000E+00
  8.9000E-01  3.5082E-02  1.0887E+00  2.3057E-01  8.9416E+00  8.5774E-03 -1.0065E-16 -3.6143E-14  0.0000E+00  0.0000E+00
  8.9500E-01  3.5279E-02  1.0891E+00  2.3154E-01  8.9416E+00 -1.0204E-02 -6.5057E-17  7.6538E-14  0.0000E+00  0.0000E+00
  9.0000E-01  3.5476E-02  1.0895E+00  2.3244E-01  8.9416E+00 -2.9868E-02  2.6312E-17  2.7155E-14  0.0000E+00  0.0000E+00
  9.0500E-01  3.5673E-02  1.0900E+00  2.3338E-01  8.9416E+00 -4.8331E-02  4.9900E-17 -3.8655E-16  0.0000E+00  0.0000E+00
  9.1000E-01  3.5870E-02  1.0904E+00  2.3444E-01  8.9416E+00 -6.6950E-02  1.1070E-18 -5.4987E-14  0.0000E+00  0.0000E+00
  9.1500E-01  3.6067E-02  1.0908E+00  2.3547E-01  8.9417E+00 -8.6886E-02 -1.5583E-17  3.6046E-14  0.0000E+00  0.0000E+00
  9.2000E-01  3.6265E-02  1.0912E+00  2.3641E-01  8.9417E+00 -1.0792E-01 -3.0655E-17 -5.3151E-14  0.0000E+00  0.0000E+00
  9.2500E-01  3.6462E-02  1.0916E+00  2.3726E-01  8.9417E+00 -1.2822E-01 -3.3039E-17  5.0445E-14  0.0000E+00  0.0000E+00
  9.3000E-01  3.6659E-02  1.0920E+00  2.3814E-01  8.9417E+00 -1.4875E-01 -4.5557E-17 -6.4650E-14  0.0000E+00  0.0000E+00
  9.3500E-01  3.6856E-02  1.0925E+00  2.3924E-01  8.9418E+00 -1.6998E-01 -8.8133E-17  1.6332E-14  0.0000E+00  0.0000E+00
  9.4000E-01  3.7053E-02  1.0929E+00  2.4041E-01  8.9418E+00 -1.9218E-01 -4.3598E-17  3.4209E-14  0.0000E+00  0.0000E+00
  9.4500E-01  3.7250E-02  1.0933E+00  2.4122E-01  8.9418E+00 -2.1451E-01  1.3284E-17  3.0344E-14  0.0000E+00  0.0000E+00
  9.5000E-01  3.7447E-02  1.0937E+00  2.4191E-01  8.9419E+00 -2.3717E-01  9.0262E-18 -3.5175E-14  0.0000E+00  0.0000E+00
  9.5500E-01  3.7644E-02  1.0942E+00  2.4297E-01  8.9419E+00 -2.5981E-01 -4.9900E-17 -3.1696E-14  0.0000E+00  0.0000E+00
  9.6000E-01  3.7841E-02  1.0946E+00  2.4418E-01  8.9420E+00 -2.8239E-01 -3.0825E-17  5.3342E-14  0.0000E+00  0.0000E+00
  9.6500E-01  3.8038E-02  1.0950E+00  2.4523E-01  8.9420E+00 -3.0534E-01  2.0266E-17  4.6384E-15  0.0000E+00  0.0000E+00
  9.7000E-01  3.8235E-02  1.0954E+00  2.4615E-01  8.9421E+00 -3.2879E-01 -1.8138E-17 -4.8220E-14  0.0000E+00  0.0000E+00
  9.7500E-01  3.8433E-02  1.0959E+00  2.4739E-01  8.9422E+00 -3.4853E-01  1.6860E-17  8.7936E-14  0.0000E+00  0.0000E+00
  9.8000E-01  3.8630E-02  1.0963E+00  2.4867E-01  8.9422E+00 -3.6383E-01  3.1507E-17 -7.1314E-14  0.0000E+00  0.0000E+00
  9.8500E-01  3.8827E-02  1.0968E+00  2.5021E-01  8.9423E+00 -3.7459E-01 -5.8756E-18  2.8893E-14  0.0000E+00  0.0000E+00
  9.9000E-01  3.9024E-02  1.0972E+00  2.5378E-01  8.9424E+00 -3.6692E-01  7.8852E-17  6.7255E-14  0.0000E+00  0.0000E+00
  9.9500E-01  3.9221E-02  1.0977E+00  2.5903E-01  8.9424E+00 -3.3952E-01  1.0304E-17 -1.4504E-13  0.0000E+00  0.0000E+00

      S        DMerc        DShear       DCurr       DWell       Dgeod
----------------------------------------------------------------------------------------------------
  5.0000E-03 -2.5125E+08  1.0484E+00 -1.9416E+02 -0.0000E+00 -2.5125E+08
  1.0000E-02 -1.3310E+06  2.4847E+00 -1.8020E+01 -0.0000E+00 -1.3309E+06
  1.5000E-02 -7.4058E+04  1.2796E+00  1.0894E-01 -0.0000E+00 -7.4059E+04
  2.0000E-02 -1.2693E+04  7.6361E-01  8.4684E-01 -0.0000E+00 -1.2694E+04
  2.5000E-02 -4.6662E+03  4.4193E-01  7.7062E-01 -0.0000E+00 -4.6674E+03
  3.0000E-02 -2.6086E+03  2.7143E-01  5.2353E-01 -0.0000E+00 -2.6094E+03
  3.5000E-02 -1.7351E+03  1.7400E-01  3.5664E-01 -0.0000E+00 -1.7356E+03
  4.0000E-02 -1.2431E+03  1.1958E-01  2.4212E-01 -0.0000E+00 -1.2435E+03
  4.5000E-02 -9.2458E+02  8.2307E-02  1.7536E-01 -0.0000E+00 -9.2484E+02
  5.0000E-02 -7.0499E+02  5.9298E-02  1.3045E-01 -0.0000E+00 -7.0518E+02
  5.5000E-02 -5.4730E+02  4.3185E-02  1.0305E-01 -0.0000E+00 -5.4745E+02
  6.0000E-02 -4.3228E+02  3.3100E-02  8.2200E-02 -0.0000E+00 -4.3239E+02
  6.5000E-02 -3.4661E+02  2.5030E-02  6.8917E-02 -0.0000E+00 -3.4670E+02
  7.0000E-02 -2.8229E+02  1.9658E-02  5.8245E-02 -0.0000E+00 -2.8236E+02
  7.5000E-02 -2.3284E+02  1.5415E-02  5.1153E-02 -0.0000E+00 -2.3291E+02
  8.0000E-02 -1.9459E+02  1.2812E-02  4.5086E-02 -0.0000E+00 -1.9465E+02
  8.5000E-02 -1.6433E+02  1.0569E-02  4.0957E-02 -0.0000E+00 -1.6438E+02
  9.0000E-02 -1.4036E+02  9.2331E-03  3.7496E-02 -0.0000E+00 -1.4040E+02
  9.5000E-02 -1.2088E+02  8.1135E-03  3.5399E-02 -0.0000E+00 -1.2092E+02
  1.0000E-01 -1.0514E+02  7.6331E-03  3.3754E-02 -0.0000E+00 -1.0518E+02
  1.0500E-01 -9.2065E+01  7.1402E-03  3.2988E-02 -0.0000E+00 -9.2105E+01
  1.1000E-01 -8.1321E+01  7.0620E-03  3.2530E-02 -0.0000E+00 -8.1360E+01
  1.1500E-01 -7.2231E+01  6.9923E-03  3.2844E-02 -0.0000E+00 -7.2271E+01
  1.2000E-01 -6.4626E+01  7.2998E-03  3.3363E-02 -0.0000E+00 -6.4667E+01
  1.2500E-01 -5.8054E+01  7.5426E-03  3.4444E-02 -0.0000E+00 -5.8096E+01
  1.3000E-01 -5.2495E+01  8.1127E-03  3.5643E-02 -0.0000E+00 -5.2539E+01
  1.3500E-01 -4.7644E+01  8.6780E-03  3.7468E-02 -0.0000E+00 -4.7690E+01
  1.4000E-01 -4.3527E+01  9.5981E-03  3.9310E-02 -0.0000E+00 -4.3576E+01
  1.4500E-01 -3.9876E+01  1.0457E-02  4.1661E-02 -0.0000E+00 -3.9928E+01
  1.5000E-01 -3.6748E+01  1.1651E-02  4.3950E-02 -0.0000E+00 -3.6804E+01
  1.5500E-01 -3.3955E+01  1.2843E-02  4.6887E-02 -0.0000E+00 -3.4015E+01
  1.6000E-01 -3.1539E+01  1.4394E-02  4.9647E-02 -0.0000E+00 -3.1604E+01
  1.6500E-01 -2.9333E+01  1.5866E-02  5.2955E-02 -0.0000E+00 -2.9402E+01
  1.7000E-01 -2.7417E+01  1.7677E-02  5.6024E-02 -0.0000E+00 -2.7491E+01
  1.7500E-01 -2.5674E+01  1.9477E-02  5.9840E-02 -0.0000E+00 -2.5753E+01
  1.8000E-01 -2.4169E+01  2.1655E-02  6.3318E-02 -0.0000E+00 -2.4253E+01
  1.8500E-01 -2.2766E+01  2.3755E-02  6.7420E-02 -0.0000E+00 -2.2857E+01
  1.9000E-01 -2.1545E+01  2.6237E-02  7.1095E-02 -0.0000E+00 -2.1643E+01
  1.9500E-01 -2.0413E+01  2.8741E-02  7.5614E-02 -0.0000E+00 -2.0517E+01
  2.0000E-01 -1.9425E+01  3.1660E-02  7.9592E-02 -0.0000E+00 -1.9536E+01
  2.0500E-01 -1.8480E+01  3.4498E-02  8.4245E-02 -0.0000E+00 -1.8599E+01
  2.1000E-01 -1.7656E+01  3.7727E-02  8.8281E-02 -0.0000E+00 -1.7782E+01
  2.1500E-01 -1.6881E+01  4.0970E-02  9.3284E-02 -0.0000E+00 -1.7015E+01
  2.2000E-01 -1.6212E+01  4.4638E-02  9.7565E-02 -0.0000E+00 -1.6355E+01
  2.2500E-01 -1.5562E+01  4.8189E-02  1.0261E-01 -0.0000E+00 -1.5713E+01
  2.3000E-01 -1.4997E+01  5.2119E-02  1.0685E-01 -0.0000E+00 -1.5156E+01
  2.3500E-01 -1.4452E+01  5.6043E-02  1.1218E-01 -0.0000E+00 -1.4620E+01
  2.4000E-01 -1.3979E+01  6.0406E-02  1.1659E-01 -0.0000E+00 -1.4156E+01
  2.4500E-01 -1.3504E+01  6.4635E-02  1.2184E-01 -0.0000E+00 -1.3691E+01
  2.5000E-01 -1.3095E+01  6.9239E-02  1.2611E-01 -0.0000E+00 -1.3290E+01
  2.5500E-01 -1.2700E+01  7.3840E-02  1.3155E-01 -0.0000E+00 -1.2905E+01
  2.6000E-01 -1.2362E+01  7.8885E-02  1.3589E-01 -0.0000E+00 -1.2577E+01
  2.6500E-01 -1.2011E+01  8.3775E-02  1.4115E-01 -0.0000E+00 -1.2236E+01
  2.7000E-01 -1.1709E+01  8.9031E-02  1.4525E-01 -0.0000E+00 -1.1943E+01
  2.7500E-01 -1.1410E+01  9.4271E-02  1.5060E-01 -0.0000E+00 -1.1654E+01
  2.8000E-01 -1.1155E+01  9.9947E-02  1.5469E-01 -0.0000E+00 -1.1410E+01
  2.8500E-01 -1.0888E+01  1.0545E-01  1.5975E-01 -0.0000E+00 -1.1153E+01
  2.9000E-01 -1.0661E+01  1.1132E-01  1.6351E-01 -0.0000E+00 -1.0936E+01
  2.9500E-01 -1.0433E+01  1.1716E-01  1.6856E-01 -0.0000E+00 -1.0719E+01
  3.0000E-01 -1.0240E+01  1.2343E-01  1.7217E-01 -0.0000E+00 -1.0535E+01
  3.0500E-01 -1.0028E+01  1.2950E-01  1.7685E-01 -0.0000E+00 -1.0334E+01
  3.1000E-01 -9.8472E+00  1.3590E-01  1.8011E-01 -0.0000E+00 -1.0163E+01
  3.1500E-01 -9.6624E+00  1.4225E-01  1.8471E-01 -0.0000E+00 -9.9893E+00
  3.2000E-01 -9.5088E+00  1.4901E-01  1.8776E-01 -0.0000E+00 -9.8456E+00
  3.2500E-01 -9.3383E+00  1.5556E-01  1.9194E-01 -0.0000E+00 -9.6857E+00
  3.3000E-01 -9.1982E+00  1.6244E-01  1.9458E-01 -0.0000E+00 -9.5553E+00
  3.3500E-01 -9.0525E+00  1.6925E-01  1.9858E-01 -0.0000E+00 -9.4203E+00
  3.4000E-01 -8.9301E+00  1.7650E-01  2.0085E-01 -0.0000E+00 -9.3075E+00
  3.4500E-01 -8.7855E+00  1.8350E-01  2.0432E-01 -0.0000E+00 -9.1733E+00
  3.5000E-01 -8.6649E+00  1.9076E-01  2.0626E-01 -0.0000E+00 -9.0619E+00
  3.5500E-01 -8.5368E+00  1.9795E-01  2.0957E-01 -0.0000E+00 -8.9443E+00
  3.6000E-01 -8.4333E+00  2.0549E-01  2.1114E-01 -0.0000E+00 -8.8499E+00
  3.6500E-01 -8.3151E+00  2.1279E-01  2.1399E-01 -0.0000E+00 -8.7419E+00
  3.7000E-01 -8.2204E+00  2.2039E-01  2.1518E-01 -0.0000E+00 -8.6560E+00
  3.7500E-01 -8.1159E+00  2.2790E-01  2.1775E-01 -0.0000E+00 -8.5616E+00
  3.8000E-01 -8.0286E+00  2.3585E-01  2.1833E-01 -0.0000E+00 -8.4828E+00
  3.8500E-01 -7.9229E+00  2.4351E-01  2.2025E-01 -0.0000E+00 -8.3866E+00
  3.9000E-01 -7.8368E+00  2.5135E-01  2.2062E-01 -0.0000E+00 -8.3088E+00
  3.9500E-01 -7.7409E+00  2.5909E-01  2.2239E-01 -0.0000E+00 -8.2223E+00
  4.0000E-01 -7.6638E+00  2.6715E-01  2.2232E-01 -0.0000E+00 -8.1532E+00
  4.0500E-01 -7.5737E+00  2.7493E-01  2.2365E-01 -0.0000E+00 -8.0723E+00
  4.1000E-01 -7.5030E+00  2.8297E-01  2.2330E-01 -0.0000E+00 -8.0092E+00
  4.1500E-01 -7.4222E+00  2.9089E-01  2.2432E-01 -0.0000E+00 -7.9374E+00
  4.2000E-01 -7.3553E+00  2.9928E-01  2.2320E-01 -0.0000E+00 -7.8778E+00
  4.2500E-01 -7.2737E+00  3.0734E-01  2.2350E-01 -0.0000E+00 -7.8046E+00
  4.3000E-01 -7.2082E+00  3.1551E-01  2.2235E-01 -0.0000E+00 -7.7460E+00
  4.3500E-01 -7.1317E+00  3.2355E-01  2.2257E-01 -0.0000E+00 -7.6778E+00
  4.4000E-01 -7.0711E+00  3.3189E-01  2.2095E-01 -0.0000E+00 -7.6239E+00
  4.4500E-01 -7.0007E+00  3.3990E-01  2.2088E-01 -0.0000E+00 -7.5615E+00
  4.5000E-01 -6.9456E+00  3.4814E-01  2.1914E-01 -0.0000E+00 -7.5129E+00
  4.5500E-01 -6.8784E+00  3.5626E-01  2.1876E-01 -0.0000E+00 -7.4534E+00
  4.6000E-01 -6.8238E+00  3.6484E-01  2.1621E-01 -0.0000E+00 -7.4048E+00
  4.6500E-01 -6.7596E+00  3.7307E-01  2.1518E-01 -0.0000E+00 -7.3479E+00
  4.7000E-01 -6.7099E+00  3.8133E-01  2.1279E-01 -0.0000E+00 -7.3040E+00
  4.7500E-01 -6.6485E+00  3.8948E-01  2.1173E-01 -0.0000E+00 -7.2497E+00
  4.8000E-01 -6.5997E+00  3.9790E-01  2.0892E-01 -0.0000E+00 -7.2066E+00
  4.8500E-01 -6.5427E+00  4.0595E-01  2.0778E-01 -0.0000E+00 -7.1564E+00
  4.9000E-01 -6.4964E+00  4.1418E-01  2.0505E-01 -0.0000E+00 -7.1156E+00
  4.9500E-01 -6.4406E+00  4.2231E-01  2.0365E-01 -0.0000E+00 -7.0666E+00
  5.0000E-01 -6.3955E+00  4.3099E-01  1.9993E-01 -0.0000E+00 -7.0264E+00
  5.0500E-01 -6.3453E+00  4.3927E-01  1.9783E-01 -0.0000E+00 -6.9824E+00
  5.1000E-01 -6.3071E+00  4.4748E-01  1.9458E-01 -0.0000E+00 -6.9492E+00
  5.1500E-01 -6.2590E+00  4.5562E-01  1.9259E-01 -0.0000E+00 -6.9072E+00
  5.2000E-01 -6.2202E+00  4.6401E-01  1.8896E-01 -0.0000E+00 -6.8732E+00
  5.2500E-01 -6.1758E+00  4.7199E-01  1.8708E-01 -0.0000E+00 -6.8348E+00
  5.3000E-01 -6.1398E+00  4.8017E-01  1.8366E-01 -0.0000E+00 -6.8036E+00
  5.3500E-01 -6.0944E+00  4.8829E-01  1.8152E-01 -0.0000E+00 -6.7642E+00
  5.4000E-01 -6.0586E+00  4.9677E-01  1.7746E-01 -0.0000E+00 -6.7329E+00
  5.4500E-01 -6.0194E+00  5.0483E-01  1.7512E-01 -0.0000E+00 -6.6994E+00
  5.5000E-01 -5.9906E+00  5.1294E-01  1.7151E-01 -0.0000E+00 -6.6751E+00
  5.5500E-01 -5.9531E+00  5.2102E-01  1.6912E-01 -0.0000E+00 -6.6433E+00
  5.6000E-01 -5.9235E+00  5.2930E-01  1.6521E-01 -0.0000E+00 -6.6180E+00
  5.6500E-01 -5.8888E+00  5.3715E-01  1.6310E-01 -0.0000E+00 -6.5890E+00
  5.7000E-01 -5.8609E+00  5.4518E-01  1.5960E-01 -0.0000E+00 -6.5657E+00
  5.7500E-01 -5.8249E+00  5.5317E-01  1.5735E-01 -0.0000E+00 -6.5354E+00
  5.8000E-01 -5.7982E+00  5.6151E-01  1.5322E-01 -0.0000E+00 -6.5130E+00
  5.8500E-01 -5.7688E+00  5.6941E-01  1.5097E-01 -0.0000E+00 -6.4892E+00
  5.9000E-01 -5.7489E+00  5.7736E-01  1.4759E-01 -0.0000E+00 -6.4738E+00
  5.9500E-01 -5.7218E+00  5.8530E-01  1.4531E-01 -0.0000E+00 -6.4524E+00
  6.0000E-01 -5.7011E+00  5.9345E-01  1.4154E-01 -0.0000E+00 -6.4361E+00
  6.0500E-01 -5.6764E+00  6.0119E-01  1.3967E-01 -0.0000E+00 -6.4172E+00
  6.1000E-01 -5.6579E+00  6.0905E-01  1.3659E-01 -0.0000E+00 -6.4035E+00
  6.1500E-01 -5.6321E+00  6.1692E-01  1.3464E-01 -0.0000E+00 -6.3837E+00
  6.2000E-01 -5.6150E+00  6.2506E-01  1.3101E-01 -0.0000E+00 -6.3710E+00
  6.2500E-01 -5.5947E+00  6.3280E-01  1.2944E-01 -0.0000E+00 -6.3569E+00
  6.3000E-01 -5.5830E+00  6.4060E-01  1.2671E-01 -0.0000E+00 -6.3503E+00
  6.3500E-01 -5.5651E+00  6.4843E-01  1.2504E-01 -0.0000E+00 -6.3385E+00
  6.4000E-01 -5.5536E+00  6.5644E-01  1.2195E-01 -0.0000E+00 -6.3320E+00
  6.4500E-01 -5.5380E+00  6.6409E-01  1.2083E-01 -0.0000E+00 -6.3229E+00
  6.5000E-01 -5.5287E+00  6.7188E-01  1.1848E-01 -0.0000E+00 -6.3191E+00
  6.5500E-01 -5.5126E+00  6.7967E-01  1.1730E-01 -0.0000E+00 -6.3095E+00
  6.6000E-01 -5.5050E+00  6.8763E-01  1.1466E-01 -0.0000E+00 -6.3073E+00
  6.6500E-01 -5.4945E+00  6.9523E-01  1.1426E-01 -0.0000E+00 -6.3040E+00
  6.7000E-01 -5.4914E+00  7.0301E-01  1.1249E-01 -0.0000E+00 -6.3069E+00
  6.7500E-01 -5.4816E+00  7.1077E-01  1.1185E-01 -0.0000E+00 -6.3042E+00
  6.8000E-01 -5.4790E+00  7.1865E-01  1.0997E-01 -0.0000E+00 -6.3076E+00
  6.8500E-01 -5.4724E+00  7.2622E-01  1.1015E-01 -0.0000E+00 -6.3088E+00
  6.9000E-01 -5.4727E+00  7.3401E-01  1.0899E-01 -0.0000E+00 -6.3157E+00
  6.9500E-01 -5.4666E+00  7.4180E-01  1.0895E-01 -0.0000E+00 -6.3173E+00
  7.0000E-01 -5.4694E+00  7.4967E-01  1.0770E-01 -0.0000E+00 -6.3268E+00
  7.0500E-01 -5.4688E+00  7.5725E-01  1.0873E-01 -0.0000E+00 -6.3348E+00
  7.1000E-01 -5.4752E+00  7.6504E-01  1.0838E-01 -0.0000E+00 -6.3487E+00
  7.1500E-01 -5.4745E+00  7.7283E-01  1.0921E-01 -0.0000E+00 -6.3566E+00
  7.2000E-01 -5.4822E+00  7.8071E-01  1.0878E-01 -0.0000E+00 -6.3717E+00
  7.2500E-01 -5.4858E+00  7.8832E-01  1.1060E-01 -0.0000E+00 -6.3847E+00
  7.3000E-01 -5.4962E+00  7.9612E-01  1.1113E-01 -0.0000E+00 -6.4035E+00
  7.3500E-01 -5.5007E+00  8.0394E-01  1.1287E-01 -0.0000E+00 -6.4175E+00
  7.4000E-01 -5.5151E+00  8.1189E-01  1.1327E-01 -0.0000E+00 -6.4403E+00
  7.4500E-01 -5.5267E+00  8.1961E-01  1.1598E-01 -0.0000E+00 -6.4623E+00
  7.5000E-01 -5.5446E+00  8.2745E-01  1.1758E-01 -0.0000E+00 -6.4896E+00
  7.5500E-01 -5.5537E+00  8.3529E-01  1.2032E-01 -0.0000E+00 -6.5093E+00
  7.6000E-01 -5.5718E+00  8.4332E-01  1.2162E-01 -0.0000E+00 -6.5368E+00
  7.6500E-01 -5.5884E+00  8.5120E-01  1.2512E-01 -0.0000E+00 -6.5648E+00
  7.7000E-01 -5.6128E+00  8.5910E-01  1.2784E-01 -0.0000E+00 -6.5997E+00
  7.7500E-01 -5.6303E+00  8.6700E-01  1.3173E-01 -0.0000E+00 -6.6290E+00
  7.8000E-01 -5.6571E+00  8.7512E-01  1.3429E-01 -0.0000E+00 -6.6665E+00
  7.8500E-01 -5.6825E+00  8.8323E-01  1.3866E-01 -0.0000E+00 -6.7044E+00
  7.9000E-01 -5.7153E+00  8.9131E-01  1.4229E-01 -0.0000E+00 -6.7489E+00
  7.9500E-01 -5.7385E+00  8.9932E-01  1.4750E-01 -0.0000E+00 -6.7853E+00
  8.0000E-01 -5.7699E+00  9.0745E-01  1.5130E-01 -0.0000E+00 -6.8287E+00
  8.0500E-01 -5.8016E+00  9.1573E-01  1.5675E-01 -0.0000E+00 -6.8741E+00
  8.1000E-01 -5.8432E+00  9.2407E-01  1.6132E-01 -0.0000E+00 -6.9286E+00
  8.1500E-01 -5.8788E+00  9.3216E-01  1.6816E-01 -0.0000E+00 -6.9791E+00
  8.2000E-01 -5.9211E+00  9.4034E-01  1.7372E-01 -0.0000E+00 -7.0352E+00
  8.2500E-01 -5.9622E+00  9.4890E-01  1.8012E-01 -0.0000E+00 -7.0913E+00
  8.3000E-01 -6.0132E+00  9.5758E-01  1.8548E-01 -0.0000E+00 -7.1563E+00
  8.3500E-01 -6.0579E+00  9.6573E-01  1.9405E-01 -0.0000E+00 -7.2177E+00
  8.4000E-01 -6.1095E+00  9.7399E-01  2.0123E-01 -0.0000E+00 -7.2847E+00
  8.4500E-01 -6.1588E+00  9.8283E-01  2.0856E-01 -0.0000E+00 -7.3502E+00
  8.5000E-01 -6.2225E+00  9.9184E-01  2.1482E-01 -0.0000E+00 -7.4292E+00
  8.5500E-01 -6.2885E+00  1.0000E+00  2.2520E-01 -0.0000E+00 -7.5137E+00
  8.6000E-01 -6.3600E+00  1.0084E+00  2.3441E-01 -0.0000E+00 -7.6028E+00
  8.6500E-01 -6.4195E+00  1.0175E+00  2.4328E-01 -0.0000E+00 -7.6803E+00
  8.7000E-01 -6.4873E+00  1.0270E+00  2.5032E-01 -0.0000E+00 -7.7646E+00
  8.7500E-01 -6.5645E+00  1.0354E+00  2.6206E-01 -0.0000E+00 -7.8619E+00
  8.8000E-01 -6.6587E+00  1.0437E+00  2.7382E-01 -0.0000E+00 -7.9762E+00
  8.8500E-01 -6.7329E+00  1.0527E+00  2.8465E-01 -0.0000E+00 -8.0702E+00
  8.9000E-01 -6.8144E+00  1.0626E+00  2.9266E-01 -0.0000E+00 -8.1697E+00
  8.9500E-01 -6.9111E+00  1.0716E+00  3.0517E-01  0.0000E+00 -8.2879E+00
  9.0000E-01 -7.0309E+00  1.0799E+00  3.1836E-01  0.0000E+00 -8.4292E+00
  9.0500E-01 -7.1339E+00  1.0887E+00  3.3224E-01  0.0000E+00 -8.5548E+00
  9.1000E-01 -7.2341E+00  1.0986E+00  3.4265E-01  0.0000E+00 -8.6753E+00
  9.1500E-01 -7.3379E+00  1.1082E+00  3.5553E-01  0.0000E+00 -8.8016E+00
  9.2000E-01 -7.4724E+00  1.1172E+00  3.6930E-01  0.0000E+00 -8.9589E+00
  9.2500E-01 -7.6010E+00  1.1252E+00  3.8623E-01  0.0000E+00 -9.1125E+00
  9.3000E-01 -7.7479E+00  1.1335E+00  4.0220E-01  0.0000E+00 -9.2836E+00
  9.3500E-01 -7.8798E+00  1.1441E+00  4.1541E-01  0.0000E+00 -9.4393E+00
  9.4000E-01 -8.0172E+00  1.1553E+00  4.2612E-01  0.0000E+00 -9.5986E+00
  9.4500E-01 -8.1624E+00  1.1631E+00  4.4560E-01  0.0000E+00 -9.7711E+00
  9.5000E-01 -8.3485E+00  1.1697E+00  4.6649E-01  0.0000E+00 -9.9847E+00
  9.5500E-01 -8.5018E+00  1.1801E+00  4.8090E-01  0.0000E+00 -1.0163E+01
  9.6000E-01 -8.6255E+00  1.1919E+00  4.9249E-01  0.0000E+00 -1.0310E+01
  9.6500E-01 -8.7129E+00  1.2022E+00  5.1067E-01  0.0000E+00 -1.0426E+01
  9.7000E-01 -8.7715E+00  1.2112E+00  5.3288E-01  0.0000E+00 -1.0516E+01
  9.7500E-01 -8.7072E+00  1.2234E+00  5.5109E-01  0.0000E+00 -1.0482E+01
  9.8000E-01 -8.4720E+00  1.2361E+00  5.7441E-01  0.0000E+00 -1.0283E+01
  9.8500E-01 -7.9167E+00  1.2515E+00  6.0204E-01  0.0000E+00 -9.7703E+00
  9.9000E-01 -6.8271E+00  1.2875E+00  6.0159E-01  0.0000E+00 -8.7162E+00
  9.9500E-01 -5.4708E+00  1.3414E+00  5.7792E-01  0.0000E+00 -7.3901E+00
