      S          PHI         IOTA        SHEAR        VP         WELL        ITOR       ITOR'       PRES       PRES'
  8.2000E-01 -1.7964E+00  9.3923E-01  5.4319E-03 -1.3011E+01  3.2903E-02 -9.2306E-16  1.8058E-14  2.2619E-13 -4.4085E-14
  8.2500E-01 -1.8074E+00  9.4000E-01  5.4417E-03 -1.3011E+01  3.2289E-02  6.7986E-16  4.4357E-15  2.1991E-13 -4.4086E-14
  8.3000E-01 -1.8183E+00  9.4078E-01  5.4508E-03 -1.3011E+01  3.1666E-02  4.4280E-16 -7.7627E-15  2.1363E-13 -4.4088E-14
  8.3500E-01 -1.8293E+00  9.4155E-01  5.4606E-03 -1.3010E+01  3.1055E-02  4.7549E-16  8.2218E-15  2.0735E-13 -4.4089E-14
  8.4000E-01 -1.8402E+00  9.4233E-01  5.4702E-03 -1.3010E+01  3.0450E-02  8.5630E-16 -2.8777E-15  2.0106E-13 -4.4090E-14
  8.4500E-01 -1.8512E+00  9.4311E-01  5.4776E-03 -1.3010E+01  2.9825E-02  1.2262E-16 -7.4191E-15  1.9478E-13 -4.4091E-14
  8.5000E-01 -1.8621E+00  9.4389E-01  5.4842E-03 -1.3009E+01  2.9190E-02  1.9824E-16  8.4806E-15  1.8850E-13 -4.4092E-14
  8.5500E-01 -1.8731E+00  9.4468E-01  5.4919E-03 -1.3009E+01  2.8572E-02  2.7249E-16 -7.4386E-15  1.8221E-13 -4.4093E-14
  8.6000E-01 -1.8840E+00  9.4546E-01  5.4992E-03 -1.3009E+01  2.7955E-02  2.0573E-16  6.5018E-15  1.7593E-13 -4.4094E-14
  8.6500E-01 -1.8950E+00  9.4624E-01  5.5039E-03 -1.3008E+01  2.7315E-02 -2.4592E-16 -1.2841E-14  1.6965E-13 -4.4095E-14
  8.7000E-01 -1.9059E+00  9.4703E-01  5.5080E-03 -1.3008E+01  2.6674E-02 -6.0220E-16  7.8407E-15  1.6336E-13 -4.4096E-14
  8.7500E-01 -1.9169E+00  9.4781E-01  5.5133E-03 -1.3008E+01  2.6044E-02 -1.9551E-16 -2.1323E-15  1.5708E-13 -4.4097E-14
  8.8000E-01 -1.9279E+00  9.4860E-01  5.5182E-03 -1.3008E+01  2.5409E-02 -5.9948E-17  4.0353E-15  1.5080E-13 -4.4098E-14
  8.8500E-01 -1.9388E+00  9.4939E-01  5.5204E-03 -1.3007E+01  2.4760E-02  1.6281E-16 -9.0844E-16  1.4451E-13 -4.4099E-14
  8.9000E-01 -1.9498E+00  9.5017E-01  5.5218E-03 -1.3007E+01  2.4110E-02  3.5696E-16  3.6338E-15  1.3823E-13 -4.4100E-14
  8.9500E-01 -1.9607E+00  9.5096E-01  5.5245E-03 -1.3007E+01  2.3466E-02 -1.7712E-17 -8.8935E-15  1.3195E-13 -4.4101E-14
  9.0000E-01 -1.9717E+00  9.5175E-01  5.5268E-03 -1.3007E+01  2.2817E-02  3.3380E-17  9.6109E-15  1.2566E-13 -4.4102E-14
  9.0500E-01 -1.9826E+00  9.5253E-01  5.5262E-03 -1.3006E+01  2.2157E-02  1.0205E-15  4.2461E-15  1.1938E-13 -4.4103E-14
  9.1000E-01 -1.9936E+00  9.5332E-01  5.5249E-03 -1.3006E+01  2.1494E-02  1.0048E-15 -4.4661E-15  1.1310E-13 -4.4104E-14
  9.1500E-01 -2.0045E+00  9.5411E-01  5.5256E-03 -1.3006E+01  2.0836E-02  8.9377E-16  2.9073E-15  1.0681E-13 -4.4104E-14
  9.2000E-01 -2.0155E+00  9.5490E-01  5.5258E-03 -1.3006E+01  2.0177E-02  4.1214E-16 -9.6690E-15  1.0053E-13 -4.4105E-14
  9.2500E-01 -2.0264E+00  9.5568E-01  5.5218E-03 -1.3005E+01  1.9503E-02 -5.6473E-16 -4.0455E-15  9.4248E-14 -4.4106E-14
  9.3000E-01 -2.0374E+00  9.5647E-01  5.5176E-03 -1.3005E+01  1.8814E-02 -1.3747E-15 -7.3261E-15  8.7965E-14 -4.4107E-14
  9.3500E-01 -2.0483E+00  9.5725E-01  5.5161E-03 -1.3005E+01  1.8157E-02 -1.3209E-15  8.0818E-15  8.1681E-14 -4.4107E-14
  9.4000E-01 -2.0593E+00  9.5804E-01  5.5136E-03 -1.3005E+01  1.7507E-02 -5.9062E-16  2.1711E-15  7.5398E-14 -4.4108E-14
  9.4500E-01 -2.0703E+00  9.5882E-01  5.5069E-03 -1.3005E+01  1.6797E-02 -1.8870E-16  3.4719E-15  6.9115E-14 -4.4109E-14
  9.5000E-01 -2.0812E+00  9.5961E-01  5.4996E-03 -1.3004E+01  1.6068E-02  1.7576E-16  1.6451E-15  6.2832E-14 -4.4109E-14
  9.5500E-01 -2.0922E+00  9.6039E-01  5.4952E-03 -1.3004E+01  1.5404E-02  2.1322E-16 -1.1191E-15  5.6549E-14 -4.4110E-14
  9.6000E-01 -2.1031E+00  9.6117E-01  5.4917E-03 -1.3004E+01  1.4745E-02 -1.2194E-16 -3.5868E-15  5.0265E-14 -4.4110E-14
  9.6500E-01 -2.1141E+00  9.6196E-01  5.4836E-03 -1.3004E+01  1.4015E-02 -6.4103E-16 -3.7017E-15  4.3982E-14 -4.4111E-14
  9.7000E-01 -2.1250E+00  9.6274E-01  5.4737E-03 -1.3004E+01  1.3251E-02 -5.1024E-16  5.5382E-15  3.7699E-14 -4.4111E-14
  9.7500E-01 -2.1360E+00  9.6352E-01  5.4658E-03 -1.3004E+01  1.2535E-02  1.7235E-16  4.0461E-15  3.1416E-14 -4.4112E-14
  9.8000E-01 -2.1469E+00  9.6429E-01  5.4586E-03 -1.3003E+01  1.1801E-02 -3.3244E-16 -1.1134E-14  2.5133E-14 -4.4112E-14
  9.8500E-01 -2.1579E+00  9.6507E-01  5.4506E-03 -1.3003E+01  1.1030E-02 -2.1254E-16  1.2818E-14  1.8850E-14 -4.4113E-14
  9.9000E-01 -2.1688E+00  9.6585E-01  5.4447E-03 -1.3003E+01  1.0187E-02  3.8285E-16 -4.4575E-15  1.2566E-14 -4.4113E-14
  9.9500E-01 -2.1798E+00  9.6662E-01  5.4447E-03 -1.3003E+01  9.3553E-03 -6.1242E-16 -9.5177E-15  6.2832E-15 -4.4113E-14

      S        DMerc        DShear       DCurr       DWell       Dgeod
----------------------------------------------------------------------------------------------------
  5.0000E-03 -1.7576E+04  1.4883E-03 -9.7276E-02  1.9208E-11 -1.7576E+04
  1.0000E-02 -9.0061E+01  1.8939E-03  1.5753E-02  8.5902E-12 -9.0079E+01
  1.5000E-02 -6.3316E+00  1.0889E-03  1.2954E-02  5.3635E-12 -6.3457E+00
  2.0000E-02 -1.6594E+00  7.0425E-04  7.7491E-03  3.8563E-12 -1.6678E+00
  2.5000E-02 -7.9836E-01  4.9628E-04  4.7197E-03  3.0057E-12 -8.0358E-01
  3.0000E-02 -4.6101E-01  3.7618E-04  2.9616E-03  2.4631E-12 -4.6434E-01
  3.5000E-02 -2.8798E-01  3.0867E-04  1.9139E-03  2.0859E-12 -2.9020E-01
  4.0000E-02 -1.8892E-01  2.5650E-04  1.2486E-03  1.8074E-12 -1.9042E-01
  4.5000E-02 -1.2951E-01  2.2340E-04  8.1753E-04  1.5930E-12 -1.3055E-01
  5.0000E-02 -9.2554E-02  1.9395E-04  5.3248E-04  1.4230E-12 -9.3280E-02
  5.5000E-02 -6.9057E-02  1.7291E-04  3.3908E-04  1.2853E-12 -6.9569E-02
  6.0000E-02 -5.3749E-02  1.5194E-04  2.1323E-04  1.1717E-12 -5.4114E-02
  6.5000E-02 -4.3496E-02  1.3680E-04  1.2648E-04  1.0765E-12 -4.3759E-02
  7.0000E-02 -3.6429E-02  1.2202E-04  7.2823E-05  9.9577E-13 -3.6624E-02
  7.5000E-02 -3.1378E-02  1.1171E-04  3.4752E-05  9.2642E-13 -3.1524E-02
  8.0000E-02 -2.7661E-02  1.0166E-04  1.3535E-05  8.6622E-13 -2.7776E-02
  8.5000E-02 -2.4818E-02  9.5292E-05 -2.7329E-06  8.1344E-13 -2.4911E-02
  9.0000E-02 -2.2581E-02  8.9171E-05 -1.0198E-05  7.6676E-13 -2.2660E-02
  9.5000E-02 -2.0772E-02  8.5969E-05 -1.7309E-05  7.2517E-13 -2.0841E-02
  1.0000E-01 -1.9292E-02  8.2821E-05 -1.9256E-05  6.8782E-13 -1.9355E-02
  1.0500E-01 -1.8043E-02  8.2102E-05 -2.2721E-05  6.5410E-13 -1.8103E-02
  1.1000E-01 -1.6983E-02  8.1300E-05 -2.2746E-05  6.2345E-13 -1.7041E-02
  1.1500E-01 -1.6064E-02  8.2478E-05 -2.4854E-05  5.9548E-13 -1.6121E-02
  1.2000E-01 -1.5269E-02  8.3397E-05 -2.4207E-05  5.6982E-13 -1.5328E-02
  1.2500E-01 -1.4567E-02  8.6035E-05 -2.5791E-05  5.4617E-13 -1.4627E-02
  1.3000E-01 -1.3948E-02  8.8370E-05 -2.5113E-05  5.2429E-13 -1.4011E-02
  1.3500E-01 -1.3396E-02  9.2307E-05 -2.6897E-05  5.0399E-13 -1.3462E-02
  1.4000E-01 -1.2907E-02  9.5919E-05 -2.6701E-05  4.8508E-13 -1.2976E-02
  1.4500E-01 -1.2465E-02  1.0097E-04 -2.8887E-05  4.6744E-13 -1.2537E-02
  1.5000E-01 -1.2068E-02  1.0560E-04 -2.9140E-05  4.5093E-13 -1.2144E-02
  1.5500E-01 -1.1706E-02  1.1159E-04 -3.1802E-05  4.3543E-13 -1.1786E-02
  1.6000E-01 -1.1379E-02  1.1715E-04 -3.2664E-05  4.2086E-13 -1.1464E-02
  1.6500E-01 -1.1079E-02  1.2400E-04 -3.5940E-05  4.0714E-13 -1.1167E-02
  1.7000E-01 -1.0805E-02  1.3037E-04 -3.7438E-05  3.9418E-13 -1.0898E-02
  1.7500E-01 -1.0550E-02  1.3797E-04 -4.1351E-05  3.8193E-13 -1.0646E-02
  1.8000E-01 -1.0317E-02  1.4505E-04 -4.3490E-05  3.7035E-13 -1.0419E-02
  1.8500E-01 -1.0100E-02  1.5324E-04 -4.7919E-05  3.5938E-13 -1.0205E-02
  1.9000E-01 -9.8992E-03  1.6082E-04 -5.0493E-05  3.4897E-13 -1.0010E-02
  1.9500E-01 -9.7105E-03  1.6951E-04 -5.5412E-05  3.3906E-13 -9.8246E-03
  2.0000E-01 -9.5362E-03  1.7761E-04 -5.8561E-05  3.2963E-13 -9.6552E-03
  2.0500E-01 -9.3714E-03  1.8670E-04 -6.3957E-05  3.2064E-13 -9.4942E-03
  2.1000E-01 -9.2181E-03  1.9512E-04 -6.7468E-05  3.1207E-13 -9.3457E-03
  2.1500E-01 -9.0717E-03  2.0455E-04 -7.3262E-05  3.0387E-13 -9.2030E-03
  2.2000E-01 -8.9353E-03  2.1330E-04 -7.7249E-05  2.9603E-13 -9.0713E-03
  2.2500E-01 -8.8053E-03  2.2295E-04 -8.3404E-05  2.8853E-13 -8.9449E-03
  2.3000E-01 -8.6836E-03  2.3186E-04 -8.7610E-05  2.8135E-13 -8.8278E-03
  2.3500E-01 -8.5655E-03  2.4168E-04 -9.4020E-05  2.7445E-13 -8.7132E-03
  2.4000E-01 -8.4551E-03  2.5080E-04 -9.8618E-05  2.6783E-13 -8.6073E-03
  2.4500E-01 -8.3498E-03  2.6073E-04 -1.0531E-04  2.6149E-13 -8.5052E-03
  2.5000E-01 -8.2498E-03  2.6984E-04 -1.0994E-04  2.5538E-13 -8.4097E-03
  2.5500E-01 -8.1519E-03  2.7980E-04 -1.1672E-04  2.4950E-13 -8.3150E-03
  2.6000E-01 -8.0599E-03  2.8904E-04 -1.2165E-04  2.4384E-13 -8.2273E-03
  2.6500E-01 -7.9716E-03  2.9901E-04 -1.2861E-04  2.3840E-13 -8.1420E-03
  2.7000E-01 -7.8870E-03  3.0814E-04 -1.3347E-04  2.3314E-13 -8.0617E-03
  2.7500E-01 -7.8036E-03  3.1807E-04 -1.4043E-04  2.2807E-13 -7.9812E-03
  2.8000E-01 -7.7240E-03  3.2724E-04 -1.4546E-04  2.2317E-13 -7.9058E-03
  2.8500E-01 -7.6477E-03  3.3709E-04 -1.5245E-04  2.1844E-13 -7.8323E-03
  2.9000E-01 -7.5745E-03  3.4611E-04 -1.5737E-04  2.1387E-13 -7.7632E-03
  2.9500E-01 -7.5012E-03  3.5590E-04 -1.6432E-04  2.0945E-13 -7.6928E-03
  3.0000E-01 -7.4305E-03  3.6491E-04 -1.6933E-04  2.0516E-13 -7.6261E-03
  3.0500E-01 -7.3624E-03  3.7457E-04 -1.7622E-04  2.0102E-13 -7.5607E-03
  3.1000E-01 -7.2965E-03  3.8340E-04 -1.8102E-04  1.9701E-13 -7.4989E-03
  3.1500E-01 -7.2299E-03  3.9297E-04 -1.8782E-04  1.9311E-13 -7.4350E-03
  3.2000E-01 -7.1651E-03  4.0179E-04 -1.9266E-04  1.8934E-13 -7.3742E-03
  3.2500E-01 -7.1024E-03  4.1122E-04 -1.9934E-04  1.8568E-13 -7.3143E-03
  3.3000E-01 -7.0412E-03  4.1984E-04 -2.0392E-04  1.8212E-13 -7.2572E-03
  3.3500E-01 -6.9789E-03  4.2917E-04 -2.1044E-04  1.7866E-13 -7.1976E-03
  3.4000E-01 -6.9179E-03  4.3778E-04 -2.1504E-04  1.7530E-13 -7.1406E-03
  3.4500E-01 -6.8588E-03  4.4700E-04 -2.2142E-04  1.7204E-13 -7.0844E-03
  3.5000E-01 -6.8008E-03  4.5541E-04 -2.2572E-04  1.6887E-13 -7.0305E-03
  3.5500E-01 -6.7416E-03  4.6452E-04 -2.3188E-04  1.6578E-13 -6.9743E-03
  3.6000E-01 -6.6828E-03  4.7290E-04 -2.3610E-04  1.6276E-13 -6.9196E-03
  3.6500E-01 -6.6259E-03  4.8188E-04 -2.4206E-04  1.5984E-13 -6.8657E-03
  3.7000E-01 -6.5698E-03  4.9012E-04 -2.4603E-04  1.5698E-13 -6.8139E-03
  3.7500E-01 -6.5123E-03  4.9904E-04 -2.5181E-04  1.5420E-13 -6.7595E-03
  3.8000E-01 -6.4548E-03  5.0727E-04 -2.5568E-04  1.5148E-13 -6.7064E-03
  3.8500E-01 -6.3993E-03  5.1608E-04 -2.6125E-04  1.4884E-13 -6.6542E-03
  3.9000E-01 -6.3444E-03  5.2418E-04 -2.6486E-04  1.4626E-13 -6.6037E-03
  3.9500E-01 -6.2880E-03  5.3296E-04 -2.7024E-04  1.4374E-13 -6.5507E-03
  4.0000E-01 -6.2313E-03  5.4108E-04 -2.7375E-04  1.4127E-13 -6.4986E-03
  4.0500E-01 -6.1761E-03  5.4977E-04 -2.7890E-04  1.3887E-13 -6.4470E-03
  4.1000E-01 -6.1214E-03  5.5779E-04 -2.8215E-04  1.3652E-13 -6.3971E-03
  4.1500E-01 -6.0653E-03  5.6648E-04 -2.8713E-04  1.3422E-13 -6.3447E-03
  4.2000E-01 -6.0089E-03  5.7456E-04 -2.9031E-04  1.3197E-13 -6.2932E-03
  4.2500E-01 -5.9543E-03  5.8319E-04 -2.9506E-04  1.2978E-13 -6.2424E-03
  4.3000E-01 -5.8999E-03  5.9118E-04 -2.9798E-04  1.2762E-13 -6.1931E-03
  4.3500E-01 -5.8443E-03  5.9984E-04 -3.0257E-04  1.2552E-13 -6.1416E-03
  4.4000E-01 -5.7883E-03  6.0792E-04 -3.0540E-04  1.2345E-13 -6.0908E-03
  4.4500E-01 -5.7333E-03  6.1651E-04 -3.0973E-04  1.2143E-13 -6.0401E-03
  4.5000E-01 -5.6783E-03  6.2454E-04 -3.1231E-04  1.1945E-13 -5.9906E-03
  4.5500E-01 -5.6226E-03  6.3322E-04 -3.1655E-04  1.1751E-13 -5.9393E-03
  4.6000E-01 -5.5664E-03  6.4137E-04 -3.1910E-04  1.1561E-13 -5.8886E-03
  4.6500E-01 -5.5115E-03  6.5000E-04 -3.2305E-04  1.1375E-13 -5.8384E-03
  4.7000E-01 -5.4561E-03  6.5810E-04 -3.2533E-04  1.1192E-13 -5.7888E-03
  4.7500E-01 -5.4002E-03  6.6686E-04 -3.2923E-04  1.1012E-13 -5.7378E-03
  4.8000E-01 -5.3440E-03  6.7512E-04 -3.3154E-04  1.0836E-13 -5.6876E-03
  4.8500E-01 -5.2885E-03  6.8383E-04 -3.3513E-04  1.0662E-13 -5.6372E-03
  4.9000E-01 -5.2327E-03  6.9204E-04 -3.3713E-04  1.0492E-13 -5.5876E-03
  4.9500E-01 -5.1767E-03  7.0090E-04 -3.4073E-04  1.0325E-13 -5.5368E-03
  5.0000E-01 -5.1202E-03  7.0933E-04 -3.4283E-04  1.0161E-13 -5.4867E-03
  5.0500E-01 -5.0650E-03  7.1815E-04 -3.4612E-04  1.0000E-13 -5.4370E-03
  5.1000E-01 -5.0091E-03  7.2653E-04 -3.4789E-04  9.8414E-14 -5.3878E-03
  5.1500E-01 -4.9531E-03  7.3553E-04 -3.5120E-04  9.6854E-14 -5.3374E-03
  5.2000E-01 -4.8968E-03  7.4415E-04 -3.5315E-04  9.5321E-14 -5.2878E-03
  5.2500E-01 -4.8411E-03  7.5312E-04 -3.5615E-04  9.3813E-14 -5.2381E-03
  5.3000E-01 -4.7848E-03  7.6166E-04 -3.5768E-04  9.2328E-14 -5.1888E-03
  5.3500E-01 -4.7287E-03  7.7081E-04 -3.6072E-04  9.0867E-14 -5.1388E-03
  5.4000E-01 -4.6722E-03  7.7962E-04 -3.6249E-04  8.9428E-14 -5.0893E-03
  5.4500E-01 -4.6165E-03  7.8873E-04 -3.6520E-04  8.8011E-14 -5.0400E-03
  5.5000E-01 -4.5599E-03  7.9744E-04 -3.6648E-04  8.6616E-14 -4.9909E-03
  5.5500E-01 -4.5036E-03  8.0674E-04 -3.6924E-04  8.5242E-14 -4.9411E-03
  5.6000E-01 -4.4471E-03  8.1575E-04 -3.7085E-04  8.3887E-14 -4.8920E-03
  5.6500E-01 -4.3910E-03  8.2499E-04 -3.7327E-04  8.2551E-14 -4.8428E-03
  5.7000E-01 -4.3348E-03  8.3385E-04 -3.7433E-04  8.1236E-14 -4.7943E-03
  5.7500E-01 -4.2790E-03  8.4329E-04 -3.7687E-04  7.9939E-14 -4.7455E-03
  5.8000E-01 -4.2224E-03  8.5249E-04 -3.7833E-04  7.8660E-14 -4.6966E-03
  5.8500E-01 -4.1665E-03  8.6185E-04 -3.8044E-04  7.7398E-14 -4.6479E-03
  5.9000E-01 -4.1101E-03  8.7086E-04 -3.8128E-04  7.6154E-14 -4.5997E-03
  5.9500E-01 -4.0543E-03  8.8042E-04 -3.8351E-04  7.4928E-14 -4.5512E-03
  6.0000E-01 -3.9976E-03  8.8976E-04 -3.8480E-04  7.3716E-14 -4.5026E-03
  6.0500E-01 -3.9417E-03  8.9920E-04 -3.8661E-04  7.2519E-14 -4.4543E-03
  6.1000E-01 -3.8857E-03  9.0834E-04 -3.8729E-04  7.1340E-14 -4.4068E-03
  6.1500E-01 -3.8300E-03  9.1796E-04 -3.8921E-04  7.0176E-14 -4.3588E-03
  6.2000E-01 -3.7735E-03  9.2739E-04 -3.9026E-04  6.9026E-14 -4.3106E-03
  6.2500E-01 -3.7179E-03  9.3684E-04 -3.9170E-04  6.7888E-14 -4.2630E-03
  6.3000E-01 -3.6622E-03  9.4603E-04 -3.9214E-04  6.6766E-14 -4.2161E-03
  6.3500E-01 -3.6067E-03  9.5565E-04 -3.9372E-04  6.5658E-14 -4.1686E-03
  6.4000E-01 -3.5505E-03  9.6509E-04 -3.9447E-04  6.4564E-14 -4.1212E-03
  6.4500E-01 -3.4952E-03  9.7449E-04 -3.9553E-04  6.3480E-14 -4.0742E-03
  6.5000E-01 -3.4400E-03  9.8365E-04 -3.9567E-04  6.2408E-14 -4.0280E-03
  6.5500E-01 -3.3852E-03  9.9324E-04 -3.9702E-04  6.1350E-14 -3.9814E-03
  6.6000E-01 -3.3297E-03  1.0026E-03 -3.9746E-04  6.0307E-14 -3.9349E-03
  6.6500E-01 -3.2750E-03  1.0119E-03 -3.9813E-04  5.9272E-14 -3.8888E-03
  6.7000E-01 -3.2199E-03  1.0209E-03 -3.9778E-04  5.8248E-14 -3.8430E-03
  6.7500E-01 -3.1654E-03  1.0304E-03 -3.9880E-04  5.7237E-14 -3.7971E-03
  6.8000E-01 -3.1106E-03  1.0396E-03 -3.9884E-04  5.6240E-14 -3.7514E-03
  6.8500E-01 -3.0566E-03  1.0488E-03 -3.9915E-04  5.5251E-14 -3.7062E-03
  6.9000E-01 -3.0019E-03  1.0576E-03 -3.9834E-04  5.4269E-14 -3.6611E-03
  6.9500E-01 -2.9478E-03  1.0668E-03 -3.9895E-04  5.3302E-14 -3.6157E-03
  7.0000E-01 -2.8937E-03  1.0758E-03 -3.9855E-04  5.2347E-14 -3.5709E-03
  7.0500E-01 -2.8408E-03  1.0846E-03 -3.9843E-04  5.1398E-14 -3.5270E-03
  7.1000E-01 -2.7871E-03  1.0931E-03 -3.9712E-04  5.0457E-14 -3.4831E-03
  7.1500E-01 -2.7341E-03  1.1020E-03 -3.9717E-04  4.9529E-14 -3.4389E-03
  7.2000E-01 -2.6810E-03  1.1106E-03 -3.9637E-04  4.8610E-14 -3.3953E-03
  7.2500E-01 -2.6289E-03  1.1190E-03 -3.9566E-04  4.7698E-14 -3.3523E-03
  7.3000E-01 -2.5762E-03  1.1270E-03 -3.9379E-04  4.6794E-14 -3.3094E-03
  7.3500E-01 -2.5234E-03  1.1354E-03 -3.9326E-04  4.5902E-14 -3.2655E-03
  7.4000E-01 -2.4708E-03  1.1436E-03 -3.9209E-04  4.5017E-14 -3.2224E-03
  7.4500E-01 -2.4209E-03  1.1515E-03 -3.9070E-04  4.4139E-14 -3.1817E-03
  7.5000E-01 -2.3704E-03  1.1590E-03 -3.8821E-04  4.3270E-14 -3.1411E-03
  7.5500E-01 -2.3194E-03  1.1668E-03 -3.8707E-04  4.2412E-14 -3.0991E-03
  7.6000E-01 -2.2684E-03  1.1744E-03 -3.8540E-04  4.1559E-14 -3.0574E-03
  7.6500E-01 -2.2201E-03  1.1816E-03 -3.8331E-04  4.0712E-14 -3.0184E-03
  7.7000E-01 -2.1716E-03  1.1885E-03 -3.8027E-04  3.9874E-14 -2.9798E-03
  7.7500E-01 -2.1232E-03  1.1956E-03 -3.7846E-04  3.9048E-14 -2.9404E-03
  7.8000E-01 -2.0746E-03  1.2026E-03 -3.7605E-04  3.8228E-14 -2.9011E-03
  7.8500E-01 -2.0276E-03  1.2089E-03 -3.7324E-04  3.7408E-14 -2.8633E-03
  7.9000E-01 -1.9807E-03  1.2151E-03 -3.6968E-04  3.6596E-14 -2.8261E-03
  7.9500E-01 -1.9341E-03  1.2214E-03 -3.6723E-04  3.5799E-14 -2.7882E-03
  8.0000E-01 -1.8877E-03  1.2275E-03 -3.6413E-04  3.5010E-14 -2.7511E-03
  8.0500E-01 -1.8433E-03  1.2330E-03 -3.6049E-04  3.4216E-14 -2.7158E-03
  8.1000E-01 -1.7990E-03  1.2382E-03 -3.5617E-04  3.3427E-14 -2.6809E-03
  8.1500E-01 -1.7536E-03  1.2436E-03 -3.5304E-04  3.2656E-14 -2.6442E-03
  8.2000E-01 -1.7092E-03  1.2488E-03 -3.4939E-04  3.1897E-14 -2.6086E-03
  8.2500E-01 -1.6687E-03  1.2532E-03 -3.4490E-04  3.1129E-14 -2.5771E-03
  8.3000E-01 -1.6276E-03  1.2574E-03 -3.3965E-04  3.0360E-14 -2.5454E-03
  8.3500E-01 -1.5839E-03  1.2618E-03 -3.3593E-04  2.9613E-14 -2.5098E-03
  8.4000E-01 -1.5416E-03  1.2662E-03 -3.3194E-04  2.8879E-14 -2.4759E-03
  8.4500E-01 -1.5057E-03  1.2696E-03 -3.2665E-04  2.8134E-14 -2.4486E-03
  8.5000E-01 -1.4692E-03  1.2726E-03 -3.2052E-04  2.7388E-14 -2.4213E-03
  8.5500E-01 -1.4329E-03  1.2761E-03 -3.1635E-04  2.6667E-14 -2.3926E-03
  8.6000E-01 -1.3967E-03  1.2794E-03 -3.1177E-04  2.5953E-14 -2.3644E-03
  8.6500E-01 -1.3606E-03  1.2816E-03 -3.0565E-04  2.5226E-14 -2.3365E-03
  8.7000E-01 -1.3249E-03  1.2834E-03 -2.9874E-04  2.4506E-14 -2.3095E-03
  8.7500E-01 -1.2912E-03  1.2858E-03 -2.9409E-04  2.3804E-14 -2.2830E-03
  8.8000E-01 -1.2589E-03  1.2881E-03 -2.8907E-04  2.3105E-14 -2.2579E-03
  8.8500E-01 -1.2278E-03  1.2890E-03 -2.8231E-04  2.2399E-14 -2.2345E-03
  8.9000E-01 -1.1970E-03  1.2896E-03 -2.7478E-04  2.1701E-14 -2.2118E-03
  8.9500E-01 -1.1677E-03  1.2908E-03 -2.6963E-04  2.1015E-14 -2.1889E-03
  9.0000E-01 -1.1388E-03  1.2919E-03 -2.6405E-04  2.0332E-14 -2.1666E-03
  9.0500E-01 -1.1105E-03  1.2915E-03 -2.5662E-04  1.9645E-14 -2.1454E-03
  9.1000E-01 -1.0821E-03  1.2909E-03 -2.4856E-04  1.8962E-14 -2.1244E-03
  9.1500E-01 -1.0534E-03  1.2911E-03 -2.4366E-04  1.8292E-14 -2.1009E-03
  9.2000E-01 -1.0245E-03  1.2912E-03 -2.3833E-04  1.7626E-14 -2.0773E-03
  9.2500E-01 -9.9722E-04  1.2893E-03 -2.2957E-04  1.6954E-14 -2.0569E-03
  9.3000E-01 -9.7144E-04  1.2873E-03 -2.2075E-04  1.6276E-14 -2.0379E-03
  9.3500E-01 -9.4334E-04  1.2865E-03 -2.1603E-04  1.5632E-14 -2.0138E-03
  9.4000E-01 -9.1028E-04  1.2853E-03 -2.1042E-04  1.5001E-14 -1.9852E-03
  9.4500E-01 -8.7312E-04  1.2822E-03 -2.0182E-04  1.4324E-14 -1.9535E-03
  9.5000E-01 -8.2963E-04  1.2787E-03 -1.9288E-04  1.3637E-14 -1.9155E-03
  9.5500E-01 -7.7559E-04  1.2767E-03 -1.8828E-04  1.3012E-14 -1.8640E-03
  9.6000E-01 -7.1140E-04  1.2750E-03 -1.8528E-04  1.2397E-14 -1.8011E-03
  9.6500E-01 -6.3477E-04  1.2712E-03 -1.7901E-04  1.1729E-14 -1.7270E-03
  9.7000E-01 -5.3233E-04  1.2666E-03 -1.7184E-04  1.1039E-14 -1.6271E-03
  9.7500E-01 -4.0079E-04  1.2629E-03 -1.6872E-04  1.0395E-14 -1.4950E-03
  9.8000E-01 -2.2910E-04  1.2596E-03 -1.6798E-04  9.7419E-15 -1.3207E-03
  9.8500E-01 -2.5148E-05  1.2558E-03 -1.6861E-04  9.0650E-15 -1.1124E-03
  9.9000E-01  2.1700E-04  1.2531E-03 -1.7458E-04  8.3365E-15 -8.6153E-04
  9.9500E-01  4.5849E-04  1.2531E-03 -1.8879E-04  7.6234E-15 -6.0583E-04
