      S          PHI         IOTA        SHEAR        VP         WELL        ITOR       ITOR'       PRES       PRES'
  6.6500E-01 -1.4568E+00  9.1629E-01  4.8843E-03 -1.3026E+01  5.0341E-02  5.9130E-16  8.9761E-15  4.2097E-13 -4.4037E-14
  6.7000E-01 -1.4678E+00  9.1699E-01  4.9062E-03 -1.3025E+01  4.9821E-02  1.4401E-15  2.9221E-15  4.1469E-13 -4.4039E-14
  6.7500E-01 -1.4788E+00  9.1769E-01  4.9292E-03 -1.3025E+01  4.9301E-02  4.3258E-16 -1.7046E-14  4.0841E-13 -4.4041E-14
  6.8000E-01 -1.4897E+00  9.1839E-01  4.9514E-03 -1.3024E+01  4.8780E-02  1.0218E-17  1.1126E-14  4.0212E-13 -4.4043E-14
  6.8500E-01 -1.5007E+00  9.1910E-01  4.9733E-03 -1.3023E+01  4.8253E-02  7.1869E-16 -1.1938E-15  3.9584E-13 -4.4044E-14
  6.9000E-01 -1.5116E+00  9.1981E-01  4.9943E-03 -1.3023E+01  4.7721E-02  5.5179E-16 -1.1461E-15  3.8956E-13 -4.4046E-14
  6.9500E-01 -1.5226E+00  9.2053E-01  5.0163E-03 -1.3022E+01  4.7189E-02  5.3204E-16  8.6918E-16  3.8327E-13 -4.4048E-14
  7.0000E-01 -1.5335E+00  9.2124E-01  5.0376E-03 -1.3022E+01  4.6656E-02  1.0695E-16 -6.8295E-15  3.7699E-13 -4.4050E-14
  7.0500E-01 -1.5445E+00  9.2196E-01  5.0584E-03 -1.3021E+01  4.6116E-02  3.3448E-16  1.0020E-14  3.7071E-13 -4.4051E-14
  7.1000E-01 -1.5554E+00  9.2269E-01  5.0783E-03 -1.3021E+01  4.5572E-02 -2.3570E-16 -1.8016E-14  3.6442E-13 -4.4053E-14
  7.1500E-01 -1.5664E+00  9.2341E-01  5.0991E-03 -1.3020E+01  4.5028E-02 -2.4047E-16  1.7950E-14  3.5814E-13 -4.4055E-14
  7.2000E-01 -1.5773E+00  9.2414E-01  5.1192E-03 -1.3020E+01  4.4481E-02  4.8231E-16 -7.8145E-15  3.5186E-13 -4.4057E-14
  7.2500E-01 -1.5883E+00  9.2487E-01  5.1387E-03 -1.3019E+01  4.3928E-02 -5.7495E-16 -7.0123E-15  3.4558E-13 -4.4058E-14
  7.3000E-01 -1.5992E+00  9.2561E-01  5.1573E-03 -1.3019E+01  4.3372E-02 -3.8012E-16  9.7450E-15  3.3929E-13 -4.4060E-14
  7.3500E-01 -1.6102E+00  9.2634E-01  5.1766E-03 -1.3018E+01  4.2816E-02  1.5873E-16 -2.1879E-15  3.3301E-13 -4.4061E-14
  7.4000E-01 -1.6211E+00  9.2708E-01  5.1955E-03 -1.3018E+01  4.2256E-02 -2.8407E-16 -4.0225E-15  3.2673E-13 -4.4063E-14
  7.4500E-01 -1.6321E+00  9.2783E-01  5.2135E-03 -1.3018E+01  4.1691E-02  7.2755E-16  1.8212E-14  3.2044E-13 -4.4065E-14
  7.5000E-01 -1.6431E+00  9.2857E-01  5.2306E-03 -1.3017E+01  4.1124E-02  7.0915E-16 -1.8470E-14  3.1416E-13 -4.4066E-14
  7.5500E-01 -1.6540E+00  9.2932E-01  5.2483E-03 -1.3017E+01  4.0557E-02  3.2699E-17  8.9823E-15  3.0788E-13 -4.4068E-14
  7.6000E-01 -1.6650E+00  9.3007E-01  5.2657E-03 -1.3016E+01  3.9985E-02 -1.8734E-16 -1.2069E-14  3.0159E-13 -4.4069E-14
  7.6500E-01 -1.6759E+00  9.3082E-01  5.2820E-03 -1.3016E+01  3.9407E-02 -5.4498E-16  7.0525E-15  2.9531E-13 -4.4071E-14
  7.7000E-01 -1.6869E+00  9.3157E-01  5.2975E-03 -1.3015E+01  3.8829E-02  2.0028E-16  3.4021E-15  2.8903E-13 -4.4072E-14
  7.7500E-01 -1.6978E+00  9.3233E-01  5.3135E-03 -1.3015E+01  3.8252E-02  3.3721E-16 -1.4813E-15  2.8274E-13 -4.4073E-14
  7.8000E-01 -1.7088E+00  9.3309E-01  5.3291E-03 -1.3015E+01  3.7671E-02  3.0996E-16  1.0991E-15  2.7646E-13 -4.4075E-14
  7.8500E-01 -1.7197E+00  9.3385E-01  5.3434E-03 -1.3014E+01  3.7079E-02  5.0683E-16  1.6630E-15  2.7018E-13 -4.4076E-14
  7.9000E-01 -1.7307E+00  9.3461E-01  5.3571E-03 -1.3014E+01  3.6487E-02  3.6922E-16 -3.5937E-15  2.6389E-13 -4.4078E-14
  7.9500E-01 -1.7416E+00  9.3538E-01  5.3712E-03 -1.3013E+01  3.5899E-02 -3.2971E-16 -6.2128E-15  2.5761E-13 -4.4079E-14
  8.0000E-01 -1.7526E+00  9.3614E-01  5.3848E-03 -1.3013E+01  3.5310E-02 -4.1895E-16  4.9608E-15  2.5133E-13 -4.4080E-14
  8.0500E-01 -1.7635E+00  9.3691E-01  5.3969E-03 -1.3013E+01  3.4707E-02 -5.1841E-16 -6.3565E-15  2.4504E-13 -4.4082E-14
  8.1000E-01 -1.7745E+00  9.3768E-01  5.4084E-03 -1.3012E+01  3.4098E-02 -6.7101E-16  4.2155E-15  2.3876E-13 -4.4083E-14
  8.1500E-01 -1.7855E+00  9.3845E-01  5.4204E-03 -1.3012E+01  3.3500E-02 -1.2902E-15 -1.2905E-14  2.3248E-13 -4.4084E-14
